	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
543.00	58249.00	6.15	0.90	3.00	13.68	11.79	0.75	0.00	0.00	0.34	1.04	0.20	-1.00	0.00	0.00	-14.46	34.60	
544.00	58549.40	6.28	1.50	1.30	11.23	11.87	-1.16	0.00	0.00	1.04	1.90	0.80	-1.00	0.00	0.00	-4.84	53.40	
545.00	58583.20	19.47	1.30	7.30	92.18	12.55	-0.78	0.00	0.00	0.50	2.72	0.60	-1.00	0.00	0.00	-30.85	112.80	
546.00	58733.10	16.48	1.50	2.50	38.30	11.55	-0.57	0.00	0.00	0.40	2.60	0.70	-1.00	0.00	0.00	-32.85	6.70	
547.00	58800.00	19.79	1.10	2.20	40.80	11.00	0.04	0.00	0.00	0.88	1.78	1.00	-1.00	0.00	0.00	-18.00	73.60	
548.00	58825.30	8.73	1.20	0.60	9.16	11.40	0.28	0.00	0.00	1.04	1.17	0.80	-1.00	0.00	0.00	-6.70	98.90	
549.00	58847.30	7.14	1.00	1.50	9.77	8.75	-1.19	0.00	0.00	0.70	1.08	0.70	-1.00	0.00	0.00	-8.22	95.30	
550.00	58989.10	20.85	0.60	3.00	43.33	11.47	-0.06	0.00	0.00	0.36	2.18	0.40	-1.00	0.00	0.00	-46.09	6.70	
551.00	59064.50	8.46	1.60	3.30	17.87	11.86	-0.75	0.00	0.00	0.75	1.02	0.40	-1.00	0.00	0.00	-9.04	82.10	
552.00	59162.40	8.76	1.30	1.50	15.51	11.88	0.47	0.00	0.00	1.10	1.89	1.00	-1.00	0.00	0.00	-6.35	26.40	
553.00	59276.30	15.78	0.80	2.80	34.36	11.99	0.95	0.00	0.00	0.35	1.92	0.40	-1.00	0.00	0.00	-36.13	37.90	
554.00	59294.10	11.34	0.60	2.00	18.36	9.56	0.44	0.00	0.00	0.33	1.88	0.30	-1.00	0.00	0.00	-27.47	55.70	
555.00	59299.90	7.31	0.50	0.80	5.78	0.35	-0.07	255.00	0.00	0.29	0.84	0.30	-1.00	0.00	0.00	-20.22	35.90	
556.00	59360.90	6.70	2.70	2.20	16.18	9.62	-1.33	0.00	0.00	2.12	1.02	0.20	-1.00	0.00	0.00	-2.52	122.50	
557.00	59625.60	6.17	0.80	0.80	5.66	11.50	1.43	0.00	0.00	0.65	1.01	0.40	-1.00	0.00	0.00	-7.55	3.20	
558.00	59785.80	6.09	0.50	1.20	4.53	12.93	-0.35	0.00	0.00	0.40	0.39	0.20	-1.00	0.00	0.00	-12.22	35.40	
559.00	59809.40	10.42	2.20	1.80	27.53	13.72	-0.24	0.00	0.00	2.00	2.79	1.50	-1.00	0.00	0.00	-4.16	59.00	
560.00	59893.80	29.29	0.80	2.60	64.01	12.12	0.72	0.00	0.00	0.41	2.33	0.60	-1.00	0.00	0.00	-57.18	15.40	
561.00	60064.70	9.09	0.70	2.70	18.01	12.22	-0.40	0.00	0.00	0.48	1.69	0.50	-1.00	0.00	0.00	-15.03	58.30	
562.00	60101.30	8.33	1.80	1.00	14.76	12.77	1.59	0.00	0.00	1.64	1.87	1.00	-1.00	0.00	0.00	-4.05	69.30	
563.00	60105.60	6.15	0.90	1.40	7.66	12.80	0.20	0.00	0.00	0.66	0.99	0.30	-1.00	0.00	0.00	-7.42	73.60	
564.00	60445.80	7.15	2.00	1.40	11.20	13.14	-1.61	0.00	0.00	1.41	0.93	0.70	-1.00	0.00	0.00	-4.06	55.40	
565.00	60726.90	8.78	1.20	3.40	26.03	11.89	0.08	0.00	0.00	0.95	2.71	0.90	-1.00	0.00	0.00	-7.42	80.50	
566.00	60748.40	12.86	1.00	2.30	25.90	11.55	-0.46	0.00	0.00	0.74	1.74	0.70	-1.00	0.00	0.00	-13.96	102.00	
567.00	60813.90	6.58	1.90	0.90	8.72	11.82	-0.37	0.00	0.00	1.12	1.06	0.80	-1.00	0.00	0.00	-4.70	13.90	
568.00	60890.80	6.46	1.30	3.50	18.73	13.61	1.28	0.00	0.00	1.10	2.36	0.60	-1.00	0.00	0.00	-4.70	90.80	
569.00	60924.90	23.72	0.80	3.40	68.74	12.69	0.35	0.00	0.00	0.58	3.44	0.50	-1.00	0.00	0.00	-32.69	124.90	
570.00	60976.50	8.08	3.90	1.00	18.91	10.91	0.93	0.00	0.00	3.31	1.66	1.00	-1.00	0.00	0.00	-1.95	48.50	
571.00	61089.50	7.25	1.80	1.10	12.71	11.85	0.06	0.00	0.00	1.68	1.49	0.60	-1.00	0.00	0.00	-3.45	33.50	
572.00	61790.70	7.72	1.40	1.40	13.06	12.26	-0.33	0.00	0.00	1.20	1.63	0.90	-1.00	0.00	0.00	-5.15	94.70	
573.00	62059.20	9.40	4.20	2.70	30.88	12.64	0.31	0.00	0.00	2.96	1.90	0.70	-1.00	0.00	0.00	-2.54	107.20	
