	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
536.00	428053.90	10.36	3.00	2.10	31.67	-6.02	-0.20	0.00	0.00	2.12	3.63	1.70	-1.00	0.00	0.00	-3.91	533.90	
537.00	428303.70	10.83	2.40	2.10	27.95	-5.92	0.47	0.00	0.00	2.22	2.46	2.00	-1.00	0.00	0.00	-3.89	41.30	
538.00	428367.10	10.78	2.10	2.10	29.77	-5.89	0.56	0.00	0.00	2.01	2.60	2.00	-1.00	0.00	0.00	-4.29	847.10	
539.00	428619.00	14.72	1.60	2.10	37.94	-5.69	-0.20	0.00	0.00	1.32	2.91	1.00	-1.00	0.00	0.00	-8.93	1099.00	
540.00	428664.80	16.79	2.70	2.10	61.04	-6.54	0.74	0.00	0.00	2.46	4.15	2.20	-1.00	0.00	0.00	-5.45	146.40	
541.00	428884.90	10.53	3.70	2.10	33.17	-5.76	-1.12	0.00	0.00	2.93	2.82	2.20	-1.00	0.00	0.00	-2.87	84.90	
542.00	429513.70	12.20	2.20	2.10	32.59	-5.02	-0.53	0.00	0.00	1.61	2.93	1.00	-1.00	0.00	0.00	-6.06	713.70	
543.00	429673.20	27.89	1.70	2.10	77.09	-5.32	0.67	0.00	0.00	1.44	3.06	1.10	-1.00	0.00	0.00	-15.45	130.80	
544.00	429830.30	10.98	2.00	2.10	28.86	-8.21	-0.65	0.00	0.00	1.74	2.64	1.50	-1.00	0.00	0.00	-5.04	1030.30	
545.00	429862.80	10.74	1.90	2.10	21.35	-7.61	0.14	0.00	0.00	1.31	1.83	0.70	-1.00	0.00	0.00	-6.55	64.40	
546.00	429938.90	12.29	1.90	2.10	34.06	-6.51	-0.93	0.00	0.00	1.63	3.44	1.50	-1.00	0.00	0.00	-6.03	1138.90	
547.00	429999.80	18.43	1.90	2.10	47.59	-6.50	1.12	0.00	0.00	1.02	2.96	1.00	-1.00	0.00	0.00	-14.53	1199.80	
548.00	431265.20	11.56	2.20	2.10	33.22	-5.87	1.58	0.00	0.00	2.00	3.35	1.40	-1.00	0.00	0.00	-4.63	1185.20	
549.00	431305.50	10.42	2.00	2.10	27.76	-7.73	1.17	0.00	0.00	1.74	3.41	1.50	-1.00	0.00	0.00	-4.80	1225.50	
550.00	431794.50	11.60	3.00	2.10	36.06	-6.84	0.87	0.00	0.00	2.83	3.30	2.30	-1.00	0.00	0.00	-3.28	434.50	
551.00	431861.70	20.47	2.60	2.10	67.72	-6.70	-1.10	0.00	0.00	2.29	3.77	1.80	-1.00	0.00	0.00	-7.16	501.70	
552.00	432090.00	15.86	2.70	2.10	51.36	-6.65	-0.06	0.00	0.00	2.43	3.58	1.60	-1.00	0.00	0.00	-5.23	730.00	
553.00	433101.90	18.99	1.90	2.10	53.05	-7.57	-0.84	0.00	0.00	1.50	3.23	1.30	-1.00	0.00	0.00	-10.10	461.90	
554.00	433350.20	10.78	1.60	2.10	29.09	-7.28	-2.52	0.00	0.00	1.38	3.26	1.30	-1.00	0.00	0.00	-6.26	223.80	
555.00	433470.80	17.02	2.20	2.10	52.31	-7.10	-0.70	0.00	0.00	1.59	3.71	1.80	-1.00	0.00	0.00	-8.58	830.80	
556.00	433739.10	16.33	3.80	2.10	72.24	-5.05	-0.70	0.00	0.00	3.19	5.06	3.10	-1.00	0.00	0.00	-4.09	100.70	
557.00	433809.60	18.59	2.20	2.10	55.16	-7.65	-0.17	0.00	0.00	1.92	3.60	1.60	-1.00	0.00	0.00	-7.74	1169.60	
558.00	433879.10	13.11	1.50	2.10	34.06	-8.06	0.53	0.00	0.00	1.10	3.04	1.10	-1.00	0.00	0.00	-9.50	1239.10	
559.00	433957.60	15.13	2.20	2.10	38.19	-6.30	0.66	0.00	0.00	1.19	2.81	0.90	-1.00	0.00	0.00	-10.15	63.20	
560.00	434127.10	11.23	0.80	2.10	23.17	-8.01	0.51	0.00	0.00	0.54	2.40	0.50	-1.00	0.00	0.00	-16.70	207.10	
561.00	434260.70	12.50	1.50	2.10	32.71	-9.62	1.23	0.00	0.00	1.30	2.95	1.00	-1.00	0.00	0.00	-7.71	110.30	
562.00	434709.10	11.14	3.30	2.10	32.74	-6.24	1.58	0.00	0.00	2.73	2.88	2.50	-1.00	0.00	0.00	-3.27	789.10	
563.00	434799.30	13.59	2.60	2.10	43.14	-6.92	-1.17	0.00	0.00	2.34	3.76	1.80	-1.00	0.00	0.00	-4.64	879.30	
564.00	435818.90	11.19	2.10	2.10	28.39	-7.62	-1.69	0.00	0.00	1.65	2.91	1.20	-1.00	0.00	0.00	-5.41	618.90	
565.00	436241.60	21.52	1.30	2.10	55.47	-7.51	-0.64	0.00	0.00	0.88	2.86	0.90	-1.00	0.00	0.00	-19.62	1041.60	
566.00	436278.10	14.49	3.60	2.10	45.18	-6.61	-0.34	0.00	0.00	2.71	2.96	1.50	-1.00	0.00	0.00	-4.28	1078.10	
567.00	436560.40	12.38	3.00	2.10	42.02	-6.51	-0.21	0.00	0.00	2.75	4.34	2.40	-1.00	0.00	0.00	-3.61	80.40	
568.00	436589.20	14.82	2.60	2.10	48.06	-7.85	-0.83	0.00	0.00	1.79	3.52	1.60	-1.00	0.00	0.00	-6.63	109.20	
569.00	437177.90	12.46	1.80	2.10	33.89	-9.18	-1.72	0.00	0.00	1.62	3.36	1.40	-1.00	0.00	0.00	-6.16	697.90	
570.00	437397.00	11.67	1.60	2.10	26.61	-7.59	0.12	0.00	0.00	1.44	1.39	1.10	-1.00	0.00	0.00	-6.48	917.00	
571.00	439170.40	10.41	1.90	2.10	26.58	-8.37	1.09	0.00	0.00	1.76	3.03	1.10	-1.00	0.00	0.00	-4.73	130.40	
572.00	439218.40	20.04	2.50	2.10	53.47	-8.66	-0.71	0.00	0.00	1.30	2.96	1.00	-1.00	0.00	0.00	-12.30	178.40	
573.00	439271.70	11.90	1.90	2.10	31.04	-7.61	1.59	0.00	0.00	1.65	3.06	1.10	-1.00	0.00	0.00	-5.77	231.70	
574.00	439461.40	19.76	2.40	2.10	62.23	-8.64	-0.44	0.00	0.00	2.03	3.70	1.80	-1.00	0.00	0.00	-7.77	421.40	
575.00	439669.90	10.79	2.00	2.10	32.49	-6.91	0.47	0.00	0.00	1.46	3.39	1.40	-1.00	0.00	0.00	-5.93	629.90	
576.00	440195.80	13.94	1.70	2.10	31.43	-7.82	0.37	0.00	0.00	1.42	2.81	1.00	-1.00	0.00	0.00	-7.86	1155.80	
577.00	440588.10	15.29	1.60	2.10	41.19	-6.29	0.33	0.00	0.00	1.22	3.02	1.10	-1.00	0.00	0.00	-10.01	268.10	
578.00	440784.40	10.33	2.90	2.10	33.84	-7.41	-1.10	0.00	0.00	2.65	3.53	1.80	-1.00	0.00	0.00	-3.12	234.00	
579.00	440915.00	19.57	1.50	2.10	53.02	-8.34	1.75	0.00	0.00	1.22	3.07	1.10	-1.00	0.00	0.00	-12.83	595.00	
580.00	441558.00	20.27	1.80	2.10	53.18	-9.07	-2.86	0.00	0.00	0.88	2.99	1.00	-1.00	0.00	0.00	-18.39	1238.00	
581.00	441616.50	10.54	1.40	2.10	26.32	-8.14	-0.17	0.00	0.00	1.19	2.90	1.00	-1.00	0.00	0.00	-7.10	42.10	
582.00	442259.30	13.84	1.60	2.10	29.80	-7.87	-1.70	0.00	0.00	1.06	2.07	0.70	-1.00	0.00	0.00	-10.46	659.30	
583.00	442365.20	21.79	1.20	2.10	50.79	-7.65	-0.91	0.00	0.00	0.93	2.80	0.80	-1.00	0.00	0.00	-18.67	765.20	
584.00	442473.80	18.45	1.40	2.10	43.27	-7.17	-0.02	0.00	0.00	1.13	2.84	0.90	-1.00	0.00	0.00	-13.08	873.80	
585.00	442596.60	18.21	3.60	2.10	48.27	-6.16	-1.26	0.00	0.00	1.60	2.97	1.20	-1.00	0.00	0.00	-9.10	996.60	
586.00	442934.90	17.53	2.30	2.10	55.25	-7.58	-1.18	0.00	0.00	1.39	3.65	1.70	-1.00	0.00	0.00	-10.08	54.90	
587.00	442986.40	10.65	4.40	2.10	44.49	-7.67	-0.71	255.00	0.00	4.17	4.42	3.80	-1.00	0.00	0.00	-2.04	132.00	
588.00	443064.30	10.20	1.90	2.10	28.32	-6.59	-3.43	0.00	0.00	1.66	3.56	1.60	-1.00	0.00	0.00	-4.93	184.30	
589.00	443070.30	13.40	7.90	2.10	80.71	-6.76	0.56	255.00	0.00	7.71	4.21	2.30	-1.00	0.00	0.00	-1.39	215.90	
590.00	443279.20	19.32	2.00	2.10	52.46	-7.51	-0.54	0.00	0.00	1.63	3.25	1.30	-1.00	0.00	0.00	-9.49	399.20	
591.00	443559.60	10.86	3.20	2.10	30.99	-6.53	0.97	255.00	0.00	2.97	1.51	0.60	-1.00	0.00	0.00	-2.92	679.60	
592.00	443688.10	26.76	2.70	2.10	94.02	-4.85	0.64	0.00	0.00	1.39	4.15	2.20	-1.00	0.00	0.00	-15.42	808.10	
593.00	444457.10	17.87	2.10	2.10	50.38	-6.23	-0.25	0.00	0.00	1.35	3.41	1.50	-1.00	0.00	0.00	-10.58	297.10	
594.00	444510.70	11.05	2.90	2.10	27.44	-7.12	0.48	0.00	0.00	1.82	2.41	1.20	-1.00	0.00	0.00	-4.85	248.30	
595.00	444514.20	17.49	5.20	2.10	61.19	-9.81	2.40	255.00	0.00	2.13	3.35	1.40	-1.00	0.00	0.00	-6.57	354.20	
596.00	444561.70	16.39	2.20	2.10	43.94	-7.26	1.54	0.00	0.00	1.90	3.01	1.60	-1.00	0.00	0.00	-6.88	401.70	
597.00	444837.70	18.03	7.00	2.10	73.51	-6.19	-0.72	0.00	0.00	3.65	3.06	1.10	-1.00	0.00	0.00	-3.95	63.30	
598.00	444843.80	19.42	10.00	2.10	138.42	-7.36	0.64	255.00	0.00	9.59	3.95	2.00	-1.00	0.00	0.00	-1.62	69.40	
599.00	444892.30	12.22	2.00	2.10	38.31	-6.42	-0.80	0.00	0.00	1.71	3.61	1.70	-1.00	0.00	0.00	-5.71	732.30	
600.00	444947.00	17.69	4.40	2.10	61.27	-6.13	0.58	0.00	0.00	2.20	3.84	2.00	-1.00	0.00	0.00	-6.44	787.00	
601.00	444981.90	13.00	2.20	2.10	26.18	-6.32	0.48	0.00	0.00	1.06	0.84	0.70	-1.00	0.00	0.00	-9.83	821.90	
602.00	445486.80	10.02	3.10	2.10	30.45	-6.65	1.56	0.00	0.00	2.21	2.44	1.60	-1.00	0.00	0.00	-3.63	46.80	
603.00	445888.90	16.09	2.10	2.10	40.60	-6.66	-1.05	0.00	0.00	1.67	3.18	1.20	-1.00	0.00	0.00	-7.70	448.90	
604.00	447646.90	17.62	2.20	2.10	51.87	-6.56	-1.36	0.00	0.00	1.74	3.30	1.30	-1.00	0.00	0.00	-8.10	926.90	
605.00	448460.70	12.35	2.90	2.10	42.44	-8.95	-0.58	0.00	0.00	2.67	3.89	2.20	-1.00	0.00	0.00	-3.71	460.70	
606.00	449104.00	10.59	1.50	2.10	24.45	-8.46	-0.42	0.00	0.00	1.37	2.30	1.30	-1.00	0.00	0.00	-6.18	1104.00	
607.00	449220.80	21.70	3.10	2.10	52.41	-6.51	1.88	0.00	0.00	0.84	2.71	0.80	-1.00	0.00	0.00	-20.77	1220.80	
608.00	449357.70	10.96	1.30	2.10	24.01	-7.66	-0.31	0.00	0.00	0.91	2.78	0.80	-1.00	0.00	0.00	-9.67	77.70	
609.00	450139.00	12.71	2.40	2.10	35.89	-5.73	0.65	0.00	0.00	1.91	3.06	1.10	-1.00	0.00	0.00	-5.33	859.00	
610.00	450250.00	11.26	2.60	2.10	31.24	-5.75	0.69	0.00	0.00	1.65	3.10	1.20	-1.00	0.00	0.00	-5.47	970.00	
611.00	452299.40	17.42	1.40	2.10	41.26	-6.22	-0.53	0.00	0.00	0.90	2.63	0.70	-1.00	0.00	0.00	-15.48	101.00	
612.00	453880.70	13.23	1.80	2.10	32.42	-6.92	1.03	0.00	0.00	1.09	2.59	0.60	-1.00	0.00	0.00	-9.74	760.70	
613.00	454305.20	13.12	1.50	2.10	34.42	-8.16	1.22	0.00	0.00	1.32	2.86	0.90	-1.00	0.00	0.00	-7.97	1185.20	
614.00	455223.30	16.62	1.70	2.10	45.63	-8.19	0.87	0.00	0.00	1.31	3.07	1.10	-1.00	0.00	0.00	-10.14	823.30	
615.00	455307.60	16.61	3.30	2.10	56.03	-8.21	-0.32	0.00	0.00	2.86	4.60	2.60	-1.00	0.00	0.00	-4.65	907.60	
616.00	455929.80	11.59	2.10	2.10	31.92	-7.38	-1.90	0.00	0.00	1.87	3.65	1.70	-1.00	0.00	0.00	-4.97	249.80	
617.00	456876.90	33.44	4.30	2.10	132.74	-6.62	-0.47	0.00	0.00	3.47	3.59	1.60	-1.00	0.00	0.00	-7.71	1196.90	
618.00	456916.90	18.73	2.50	2.10	55.93	-8.16	-0.22	0.00	0.00	2.14	3.34	1.40	-1.00	0.00	0.00	-7.00	1236.90	
619.00	457108.50	15.13	3.20	2.10	44.83	-8.84	0.89	0.00	0.00	2.32	3.54	1.60	-1.00	0.00	0.00	-5.22	148.50	
620.00	457865.70	15.28	1.30	2.10	35.38	-7.93	-0.74	0.00	0.00	1.15	2.80	0.80	-1.00	0.00	0.00	-10.65	905.70	
621.00	458060.30	16.85	2.10	2.10	44.54	-8.14	-1.59	0.00	0.00	1.44	2.85	0.90	-1.00	0.00	0.00	-9.36	229.90	
622.00	458585.70	18.48	2.30	2.10	61.20	-7.30	-0.44	0.00	0.00	2.06	3.76	1.80	-1.00	0.00	0.00	-7.19	345.70	
623.00	458654.90	18.81	1.00	2.10	41.67	-8.02	0.20	0.00	0.00	0.72	2.62	0.70	-1.00	0.00	0.00	-20.86	414.90	
624.00	459650.90	16.77	2.00	2.10	45.39	-7.84	1.02	0.00	0.00	1.45	3.24	1.30	-1.00	0.00	0.00	-9.23	130.90	
625.00	459738.20	15.21	1.90	2.10	38.45	-8.65	-1.75	0.00	0.00	1.27	2.90	1.00	-1.00	0.00	0.00	-9.59	218.20	
626.00	459756.80	10.25	2.20	2.10	25.64	-11.24	-0.15	0.00	0.00	2.06	3.00	1.80	-1.00	0.00	0.00	-3.97	236.80	
627.00	459933.60	13.95	1.50	2.10	29.57	-9.04	1.61	0.00	0.00	1.14	2.56	0.60	-1.00	0.00	0.00	-9.78	413.60	
628.00	460387.50	11.63	2.90	2.10	36.17	-7.43	-1.07	0.00	0.00	2.15	3.41	1.50	-1.00	0.00	0.00	-4.33	867.50	
629.00	461369.20	16.36	2.40	2.10	44.33	-8.10	0.87	0.00	0.00	1.80	3.10	1.20	-1.00	0.00	0.00	-7.26	569.20	
630.00	461979.80	12.08	2.30	2.10	29.69	-7.25	1.17	0.00	0.00	2.05	1.76	1.50	-1.00	0.00	0.00	-4.72	1179.80	
631.00	462538.50	10.76	3.50	2.10	31.61	-7.96	-1.55	0.00	0.00	2.14	2.50	1.80	-1.00	0.00	0.00	-4.01	458.50	
632.00	462553.10	13.35	2.20	2.10	34.16	-9.21	-1.25	0.00	0.00	1.97	3.03	1.50	-1.00	0.00	0.00	-5.42	473.10	
633.00	462809.30	12.34	3.90	2.10	55.24	-8.53	-0.04	0.00	0.00	3.79	5.61	3.70	-1.00	0.00	0.00	-2.61	729.30	
634.00	462862.10	17.08	2.20	2.10	53.94	-9.56	1.07	0.00	0.00	1.11	3.68	1.70	-1.00	0.00	0.00	-12.28	782.10	
635.00	463330.70	15.55	2.30	2.10	43.46	-9.08	0.83	0.00	0.00	2.01	3.44	1.50	-1.00	0.00	0.00	-6.20	1250.70	
636.00	463573.10	14.06	2.20	2.10	38.24	-8.48	-0.12	0.00	0.00	1.51	2.97	1.00	-1.00	0.00	0.00	-7.43	213.10	
637.00	463902.70	18.86	4.00	2.10	71.04	-8.48	-0.53	0.00	0.00	3.26	3.98	2.00	-1.00	0.00	0.00	-4.63	542.70	
638.00	463982.40	10.42	2.10	2.10	23.91	-9.35	0.55	0.00	0.00	1.02	2.92	1.00	-1.00	0.00	0.00	-8.19	622.40	
639.00	464016.50	10.42	1.80	2.10	24.61	-8.66	-2.30	0.00	0.00	1.53	2.69	0.70	-1.00	0.00	0.00	-5.46	656.50	
640.00	464637.40	11.82	2.60	2.10	35.77	-7.60	-1.58	0.00	0.00	2.44	2.56	1.40	-1.00	0.00	0.00	-3.88	1277.40	
641.00	464770.50	12.42	2.30	2.10	35.44	-8.62	1.76	0.00	0.00	1.71	3.31	1.70	-1.00	0.00	0.00	-5.81	130.50	
642.00	464802.10	14.20	3.90	2.10	42.54	-7.97	0.70	0.00	0.00	1.51	3.27	1.30	-1.00	0.00	0.00	-7.53	162.10	
643.00	464803.20	13.91	3.60	2.10	47.39	-8.38	0.56	0.00	0.00	2.57	3.53	2.40	-1.00	0.00	0.00	-4.33	163.20	
644.00	464847.50	10.52	1.70	2.10	25.34	-9.20	-1.22	0.00	0.00	1.44	2.25	0.80	-1.00	0.00	0.00	-5.84	207.50	
645.00	465182.60	11.00	2.00	2.10	31.38	-7.88	-0.36	0.00	0.00	1.73	3.27	1.60	-1.00	0.00	0.00	-5.07	542.60	
646.00	465551.10	16.48	1.90	2.10	45.62	-7.73	-0.10	0.00	0.00	1.44	3.33	1.40	-1.00	0.00	0.00	-9.15	911.10	
647.00	465744.50	19.19	1.20	2.10	42.66	-7.32	-0.33	0.00	0.00	0.95	2.76	0.80	-1.00	0.00	0.00	-16.13	1104.50	
648.00	465846.30	13.28	3.00	2.10	47.47	-8.56	-0.92	0.00	0.00	2.74	4.34	2.40	-1.00	0.00	0.00	-3.88	1206.30	
649.00	465951.50	11.85	1.60	2.10	31.97	-8.88	-1.97	0.00	0.00	0.87	2.97	1.50	-1.00	0.00	0.00	-10.91	31.50	
650.00	466202.60	11.88	2.40	2.10	35.80	-6.31	-0.27	0.00	0.00	1.96	3.60	1.60	-1.00	0.00	0.00	-4.84	282.60	
651.00	466605.10	15.32	1.40	2.10	34.59	-6.93	0.93	0.00	0.00	1.24	2.55	0.60	-1.00	0.00	0.00	-9.89	685.10	
652.00	467603.30	19.43	8.60	2.10	101.85	-6.32	-1.89	255.00	0.00	7.87	3.63	1.70	-1.00	0.00	0.00	-1.98	44.90	
653.00	469755.30	10.40	1.70	2.10	27.64	-8.18	-0.21	0.00	0.00	1.54	3.07	1.10	-1.00	0.00	0.00	-5.41	148.90	
654.00	471022.00	10.35	1.80	2.10	25.91	-6.57	-0.40	0.00	0.00	1.43	2.75	0.90	-1.00	0.00	0.00	-5.80	135.60	
655.00	471118.10	23.30	2.40	2.10	73.61	-8.42	1.49	0.00	0.00	1.27	3.71	1.80	-1.00	0.00	0.00	-14.67	78.10	
656.00	471996.90	14.87	1.40	2.10	31.25	-6.82	-0.61	0.00	0.00	1.13	2.48	0.50	-1.00	0.00	0.00	-10.48	956.90	
657.00	472547.70	14.52	2.20	2.10	42.94	-7.79	0.18	0.00	0.00	1.82	3.49	1.50	-1.00	0.00	0.00	-6.38	227.70	
658.00	472638.40	13.98	3.30	2.10	50.39	-8.46	-0.02	0.00	0.00	2.60	4.30	2.30	-1.00	0.00	0.00	-4.30	318.40	
659.00	472889.30	11.37	1.90	2.10	27.41	-9.37	0.48	0.00	0.00	1.75	3.05	1.10	-1.00	0.00	0.00	-5.20	569.30	
660.00	473022.00	16.18	1.70	2.10	42.65	-9.67	0.73	0.00	0.00	1.56	3.15	1.20	-1.00	0.00	0.00	-8.29	702.00	
661.00	474235.60	12.14	1.80	2.10	28.75	-8.58	0.60	0.00	0.00	1.65	2.96	1.30	-1.00	0.00	0.00	-5.88	635.60	
662.00	474441.70	15.13	2.20	2.10	41.58	-8.10	-2.67	0.00	0.00	1.55	2.68	1.70	-1.00	0.00	0.00	-7.81	841.70	
663.00	474514.80	15.27	1.80	2.10	38.90	-6.84	0.35	0.00	0.00	1.60	3.21	1.30	-1.00	0.00	0.00	-7.65	914.80	
664.00	475680.50	22.76	2.40	2.10	65.40	-8.15	-0.51	0.00	0.00	1.96	3.71	1.80	-1.00	0.00	0.00	-9.28	800.50	
665.00	475730.70	15.41	3.70	2.10	44.08	-9.69	-1.57	0.00	0.00	1.29	3.01	1.10	-1.00	0.00	0.00	-9.56	850.70	
666.00	475872.80	13.21	1.90	2.10	31.14	-8.55	0.95	0.00	0.00	1.65	2.83	1.00	-1.00	0.00	0.00	-6.41	992.80	
667.00	476092.80	13.07	2.70	2.10	34.20	-9.06	-2.15	0.00	0.00	1.91	3.41	1.50	-1.00	0.00	0.00	-5.46	1212.80	
668.00	476122.80	11.40	2.10	2.10	32.29	-9.69	-2.95	0.00	0.00	1.87	2.95	1.60	-1.00	0.00	0.00	-4.87	1242.80	
669.00	476632.80	12.00	2.00	2.10	31.33	-7.97	-0.68	0.00	0.00	1.88	3.66	1.70	-1.00	0.00	0.00	-5.11	472.80	
670.00	476978.30	12.71	2.20	2.10	38.27	-8.54	-0.24	0.00	0.00	2.04	3.68	1.70	-1.00	0.00	0.00	-4.98	818.30	
671.00	477137.10	10.03	2.10	2.10	26.08	-8.24	-0.86	0.00	0.00	1.89	3.10	1.50	-1.00	0.00	0.00	-4.25	977.10	
672.00	477404.50	11.29	2.40	2.10	32.64	-7.71	-1.16	0.00	0.00	1.22	3.24	1.30	-1.00	0.00	0.00	-7.42	1244.50	
673.00	478003.20	12.78	1.60	2.10	33.12	-8.23	-0.22	0.00	0.00	1.33	3.16	1.20	-1.00	0.00	0.00	-7.71	563.20	
674.00	478443.10	17.44	2.60	2.10	46.44	-8.48	1.18	0.00	0.00	1.86	3.32	1.40	-1.00	0.00	0.00	-7.49	1003.10	
675.00	479195.00	10.10	3.60	2.10	24.08	-7.33	-0.51	0.00	0.00	2.85	0.34	0.20	-1.00	0.00	0.00	-2.83	475.00	
676.00	479456.00	14.92	2.20	2.10	40.33	-8.38	0.34	0.00	0.00	2.05	2.63	1.40	-1.00	0.00	0.00	-5.82	736.00	
677.00	479600.60	13.57	5.30	2.10	50.54	-8.55	1.53	0.00	0.00	4.51	3.76	2.20	-1.00	0.00	0.00	-2.41	880.60	
